Adverse Event,Category,Trial Id,URL,Condition,Intervention,Total affected,Total at risk,Serious/Other,Arm#,Arm Title,Arm-affected,Arm-at risk
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,other_events,arm2,GLM-I-Rsp-Golimumab 100 mg Maintenance,1,154
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00488631,https://clinicaltrials.gov/show/NCT00488631,Colitis_Ulcerative,Placebo|Golimumab_50_mg|Golimumab_100_mg|Golimumab_200_mg|,9,659,other_events,arm4,GLM-I-Rsp-Golimumab 50 mg Maintenance-Golimumab 100 mg,1,25
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00489736,https://clinicaltrials.gov/show/NCT00489736,Atrial_Fibrillation,dronedarone_(SR33589)|amiodarone|,1,255,serious_events,arm1,Amiodarone 600mg/200mg od,1,255
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00493285,https://clinicaltrials.gov/show/NCT00493285,Respiratory_Viral_Infections|Respiratory_Syncytial_Virus_Infections|Parainfluenza_Virus_3_Human|,MEDI-534|MEDI-534|MEDI-534|,1,10,other_events,arm4,10^6 MEDI-534,1,10
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00500266,https://clinicaltrials.gov/show/NCT00500266,Pneumococcal_Infections,13-valent_Pneumococcal_Conjugate_Vaccine_(13vPnC),1,1049,other_events,arm0,13vPnC: Visit 1 to Visit 2,1,1049
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00502840,https://clinicaltrials.gov/show/NCT00502840,Rheumatoid_Arthritis,rituximab_[MabThera/Rituxan],3,193,other_events,arm0,Rituximab Plus MTX,3,193
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00507416,https://clinicaltrials.gov/show/NCT00507416,Multiple_Myeloma,Bortezomib|Dexamethasone|Melphalan|Prednisone|Thalidomide|,1,158,other_events,arm1,Bortezomib Thalidomide and Dexamethasone,1,158
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00510952,https://clinicaltrials.gov/show/NCT00510952,Diabetes_Mellitus_Type_2,Insulin_Lispro_Protamine_Suspension|Insulin_Glargine|,4,458,other_events,arm1,Glargine,3,229
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00510952,https://clinicaltrials.gov/show/NCT00510952,Diabetes_Mellitus_Type_2,Insulin_Lispro_Protamine_Suspension|Insulin_Glargine|,4,458,other_events,arm0,Lispro,1,229
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00514813,https://clinicaltrials.gov/show/NCT00514813,Anemia|Kidney_Failure_Chronic|,Dynepo,1,15,other_events,arm0,Dynepo (Epoetin Delta) Twice Weekly (BIW),1,15
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00520494,https://clinicaltrials.gov/show/NCT00520494,Common_Variable_Immunodeficiency|Agammaglobulinemia|,Vivaglobin,1,18,other_events,arm0,Vivaglobin,1,18
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00524459,https://clinicaltrials.gov/show/NCT00524459,Breast_Cancer,docetaxel|pegylated_liposomal_doxorubicin_hydrochloride|conventional_surgery|neoadjuvant_therapy|,1,6,other_events,arm0,DOXIL (Pegylated Liposomal Doxorubicin) and Docetaxel,1,6
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00526474,https://clinicaltrials.gov/show/NCT00526474,Atherosclerosis|Ischemia|Myocardial_Infarction|Cerebrovascular_Accident|Peripheral_Arterial_Disease|,Vorapaxar|Placebo|,2,26352,serious_events,arm1,Vorapaxar,1,13186
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00526474,https://clinicaltrials.gov/show/NCT00526474,Atherosclerosis|Ischemia|Myocardial_Infarction|Cerebrovascular_Accident|Peripheral_Arterial_Disease|,Vorapaxar|Placebo|,2,26352,serious_events,arm0,Placebo,1,13166
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00529529,https://clinicaltrials.gov/show/NCT00529529,Asthma,Indacaterol_300_‘_g|Salmeterol_50_‘_g|Placebo_to_indacaterol|Placebo_to_salmeterol|,1,269,serious_events,arm2,Salmeterol 50 ‘_g,1,269
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00532493,https://clinicaltrials.gov/show/NCT00532493,PTSD|Sleep_Disorders|,prazosin|placebo|,1,152,other_events,arm0,Prazosin Group,1,152
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00538785,https://clinicaltrials.gov/show/NCT00538785,Congenital_Heart_Disease,Motavizumab|Palivizumab|,1,612,serious_events,arm1,Palivizumab,1,612
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00539994,https://clinicaltrials.gov/show/NCT00539994,Infections_Bacterial,retapamulin|Retapamulin|Placebo|,1,15,other_events,arm2,Placebo,1,15
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00541658,https://clinicaltrials.gov/show/NCT00541658,Postmenopausal_Osteoporosis,risedronate|risedronate|risedronate|,16,922,other_events,arm2,35 mg Before Breakfast,7,308
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00541658,https://clinicaltrials.gov/show/NCT00541658,Postmenopausal_Osteoporosis,risedronate|risedronate|risedronate|,16,922,other_events,arm1,35 mg After Breakfast,5,307
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00541658,https://clinicaltrials.gov/show/NCT00541658,Postmenopausal_Osteoporosis,risedronate|risedronate|risedronate|,16,922,other_events,arm0,5 mg Before Breakfast,4,307
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00542386,https://clinicaltrials.gov/show/NCT00542386,Chronic_Kidney_Disease|Dialysis|Hyperphosphatemia|Dyslipidemia|,MCI-196|Placebo|,2,234,other_events,arm3,MCI-196: 12 g,1,102
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00542386,https://clinicaltrials.gov/show/NCT00542386,Chronic_Kidney_Disease|Dialysis|Hyperphosphatemia|Dyslipidemia|,MCI-196|Placebo|,2,234,other_events,arm5,Pooled Placebo,1,132
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00542828,https://clinicaltrials.gov/show/NCT00542828,Myelodysplastic_Syndrome_(MDS),ThymoglobulinŒ¬_Rabbit_Anti-thymocyte_Globulin_(rATG),1,14,other_events,arm0,Thymoglobulin,1,14
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00544557,https://clinicaltrials.gov/show/NCT00544557,Ankylosing_Spondylitis,Etanercept,9,1685,other_events,arm0,Etanercept,9,1685
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00549757,https://clinicaltrials.gov/show/NCT00549757,Type_2_Diabetes_Mellitus|Cardiovascular_Disease|,Aliskiren|Placebo|,1,4272,serious_events,arm0,Core-phase: Aliskiren,1,4272
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00550446,https://clinicaltrials.gov/show/NCT00550446,Arthritis_Rheumatoid,Adalimumab|CP-690-550|CP-690-550|CP-690-550|CP-690550|CP-690550|Placebo|,1,9,other_events,arm7,Adalimumab,1,9
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00553631,https://clinicaltrials.gov/show/NCT00553631,Gaucher_Disease_Type_1,velaglucerase_alfa|imiglucerase|,2,34,serious_events,arm0,Gene-Activated Human Glucocerebrosidase (GA-GCB),1,17
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00553631,https://clinicaltrials.gov/show/NCT00553631,Gaucher_Disease_Type_1,velaglucerase_alfa|imiglucerase|,2,34,other_events,arm0,Gene-Activated Human Glucocerebrosidase (GA-GCB),1,17
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00561353,https://clinicaltrials.gov/show/NCT00561353,Hepatitis_C_Chronic,TMC435|Placebo|Peginterferon_(PegIFN‘±-2a)|Ribavirin|,2,106,other_events,arm0,TMC435 25 mg (Cohort 1/Panel A and B),1,18
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00561353,https://clinicaltrials.gov/show/NCT00561353,Hepatitis_C_Chronic,TMC435|Placebo|Peginterferon_(PegIFN‘±-2a)|Ribavirin|,2,106,other_events,arm10,All TMC435 (All Cohorts),1,88
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00562094,https://clinicaltrials.gov/show/NCT00562094,Erosive_Gastroesophageal_Reflux_Disease|Non-Erosive_Reflux_Disease|,Pantoprazole,1,8616,other_events,arm0,Pantoprazole,1,8616
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00567190,https://clinicaltrials.gov/show/NCT00567190,Metastatic_Breast_Cancer,Pertuzumab|Placebo|Trastuzumab|Docetaxel|,1,407,serious_events,arm0,Pertuzumab + Trastuzumab + Docetaxel,1,407
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00574795,https://clinicaltrials.gov/show/NCT00574795,Vaccines_Pneumococcal_Conjugate_Vaccine,13vPnC,1,185,other_events,arm2,13vPnC Toddler Dose,1,185
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00576823,https://clinicaltrials.gov/show/NCT00576823,Hydronephrosis|Neurogenic_Bladder|,Alfuzosin,1,12,other_events,arm0,Afluzosin Solution - 2-7 Years,1,12
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00581100,https://clinicaltrials.gov/show/NCT00581100,Nail_Psoriasis|Plaque_Psoriasis|,etanercept,2,38,other_events,arm0,Etanercept: Twice Then Once Weekly,2,38
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00607048,https://clinicaltrials.gov/show/NCT00607048,Neoplasms,Paclitaxel_+_Carboplatin_+_CP-870893|Paclitaxel_+_Carboplatin_+_CP-870893|,1,3,other_events,arm0,Schedule A - CP-870893 0.1 mg/kg,1,3
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00607386,https://clinicaltrials.gov/show/NCT00607386,Hunter_Syndrome|Mucopolysaccharidosis_II|MPS_II|,Idursulfase,1,28,other_events,arm0,Idursulfase,1,28
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00607373,https://clinicaltrials.gov/show/NCT00607373,Lipid_Metabolism_Inborn_Errors|Hypercholesterolemia_Autosomal_Dominant|Hyperlipidemias|Metabolic_Diseases|Hyperlipoproteinemia_Type_II|Metabolism_Inborn_Errors|Genetic_Diseases_Inborn|Infant_Newborn_Diseases|Metabolic_Disorder|Congenital_Abnormalities|Hypercholesterolemia|Hyperlipoproteinemias|Dyslipidemias|Lipid_Metabolism_Disorders|,mipomersen|Placebo|,1,34,other_events,arm1,Mipomersen,1,34
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00611455,https://clinicaltrials.gov/show/NCT00611455,Arthritis_Rheumatoid,ofatumumab|Placebo|,5,243,other_events,arm1,Ofatumumab 700 mg: DB and OL Periods,5,243
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00615056,https://clinicaltrials.gov/show/NCT00615056,Colorectal_Neoplasms,Bevacizumab_(avastin)|FOLFIRI_(Irinotecan_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFIRI_(irinotecan_leucovorin_5-fluorouracil_[5FU])|Bevacizumab_(avastin)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|,3,117,other_events,arm0,Axitinib + FOLFIRI,1,46
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00615056,https://clinicaltrials.gov/show/NCT00615056,Colorectal_Neoplasms,Bevacizumab_(avastin)|FOLFIRI_(Irinotecan_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFIRI_(irinotecan_leucovorin_5-fluorouracil_[5FU])|Bevacizumab_(avastin)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|,3,117,other_events,arm2,Axitinib + FOLFOX,1,36
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00615056,https://clinicaltrials.gov/show/NCT00615056,Colorectal_Neoplasms,Bevacizumab_(avastin)|FOLFIRI_(Irinotecan_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|AG-013736_(axitinib)|FOLFIRI_(irinotecan_leucovorin_5-fluorouracil_[5FU])|Bevacizumab_(avastin)|FOLFOX_(oxaliplatin_leucovorin_5-fluorouracil_[5FU])|,3,117,other_events,arm3,Bevacizumab + FOLFOX,1,35
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00622713,https://clinicaltrials.gov/show/NCT00622713,Alzheimer's_Disease,Rivastigmine_transdermal_patch,1,218,serious_events,arm0,Rivastigmine Transdermal Patch,1,218
Dermatitis_allergic,Immune_system_disorders,NCT00625404,https://clinicaltrials.gov/show/NCT00625404,HIV_Infections,Truvada|Placebo|,51,2058,other_events,arm0,Truvada Arm,30,1025
Dermatitis_allergic,Immune_system_disorders,NCT00625404,https://clinicaltrials.gov/show/NCT00625404,HIV_Infections,Truvada|Placebo|,51,2058,other_events,arm1,Placebo Arm,21,1033
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00631371,https://clinicaltrials.gov/show/NCT00631371,Renal_Cell_Carcinoma,Bevacizumab|Temsirolimus|Bevacizumab|Interferon-Alfa_9MU|,1,393,serious_events,arm0,Bevacizumab+Temsirolimus,1,393
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00632814,https://clinicaltrials.gov/show/NCT00632814,Hemophilia_A,rFVIII-FS_(Kogenate_FS_BAY14-2222)_70_IU/kg_dosing_once_per_week|rFVIII-FS_(Kogenate_FS_BAY14-2222)_70_IU/kg_twice_per_week_(30_IU/kg_+_40_IU/kg)|rFVIII-FS_(Kogenate_FS_BAY14-2222)_75_IU/kg_dosing_three_times_per_week_(3_x_25_IU/kg)|,1,11,other_events,arm0,rFVIII-FS (Kogenate FS BAY14-2222) 70 IU/kg qw,1,11
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00635427,https://clinicaltrials.gov/show/NCT00635427,Gaucher_Disease_Type_1,VPRIVŒ¬,2,38,other_events,arm0,VPRIV 15-60 U/kg (Parent Study VPRIV (15-60 U/kg) TKT034),2,38
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00637377,https://clinicaltrials.gov/show/NCT00637377,Macular_Degeneration,Ranibizumab|Aflibercept_Injection_(EYLEA_VEGF_Trap-Eye_BAY86-5321)|Aflibercept_Injection_(EYLEA_VEGF_Trap-Eye_BAY86-5321)|Aflibercept_Injection_(EYLEA_VEGF_Trap-Eye_BAY86-5321)|,1,307,serious_events,arm3,Aflibercept Injection (EYLEA VEGF Trap-Eye) 2mg Q8,1,307
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00643201,https://clinicaltrials.gov/show/NCT00643201,Venous_Thrombosis,Enoxaparin|warfarin|Placebo_for_apixaban|Placebo_for_enoxaparin|Placebo_for_warfarin|apixaban|,1,2689,serious_events,arm1,Enoxaparin/Warfarin,1,2689
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00656136,https://clinicaltrials.gov/show/NCT00656136,Carcinoma_Non-Small-Cell_Lung,placebo|BIBW_2992|,1,390,serious_events,arm1,Afatinib 50 mg/Day Plus Best Supportive Care (BSC),1,390
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00657709,https://clinicaltrials.gov/show/NCT00657709,Serogroup_B_Meningococcal_Meningitis,Serogroup_B_meningococcal_Vaccine_lot_1_(rMenB_Lot_1)|Serogroup_B_meningococcal_Vaccine_lot_2_(rMenB_Lot_2)|Serogroup_B_meningococcal_Vaccine_lot_3_(rMenB_Lot_3)|Infanrix_Hexa|Menjugate|Prevenar|,1,820,serious_events,arm2,rMenB Lot3,1,820
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00661479,https://clinicaltrials.gov/show/NCT00661479,Retinitis_Pigmentosa,400_Œµg_Brimonidine_Tartrate_Implant|200_Œµg_Brimonidine_Tartrate_Implant|100_Œµg_Brimonidine_Tartrate_Implant|Sham_(no_implant)|,1,12,other_events,arm0,400 Œµg Brimonidine Tartrate Implant Group B,1,12
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00666224,https://clinicaltrials.gov/show/NCT00666224,Multiple_Sclerosis,Glatiramer_Acetate_(DB)|Placebo|Glatiramer_Acetate_(OL)|,1,454,serious_events,arm2,Glatiramer Acetate (Entire Study),1,454
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00673049,https://clinicaltrials.gov/show/NCT00673049,Carcinoma_Large_Cell|Carcinoma_Non-Small-Cell_Lung|Carcinoma_Squamous_Cell|Carcinoma_Adenosquamous_Cell|,CP_751871_(Figitumumab)|Erlotinib|Erlotinib|,1,290,other_events,arm1,Erlotinib,1,290
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00676091,https://clinicaltrials.gov/show/NCT00676091,Vaccines_Pneumococcal_Conjugate_Vaccine,13-Valent_Pneumococcal_Conjugate_Vaccine_(13vPnC)|7-Valent_Pneumococcal_Conjugate_Vaccine_(7vPnc)|,2,163,other_events,arm0,Infant Series 13vPnC,2,163
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00683800,https://clinicaltrials.gov/show/NCT00683800,Vasomotor_Symptoms,desvenlafaxine_succinate_(DVS)_SR|Placebo|,3,1066,other_events,arm0,DVS SR 100 mg,3,1066
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00686075,https://clinicaltrials.gov/show/NCT00686075,Healthy,MEDI-534_Cohort_1|Placebo_Cohort_1|MEDI-534_Cohort_2|Placebo_Cohort_2|MEDI-534_Cohort_3|Placebo_Cohort_3|MEDI-534_Cohort_4|Placebo_Cohort_4|MEDI-534_Cohort_5|Placebo_Cohort_5|,1,80,other_events,arm3,Placebo Cohort 2,1,80
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00689351,https://clinicaltrials.gov/show/NCT00689351,Pneumococcal_Vaccine,13-valent_pneumococcal_conjugate_vaccine|7-valent_pneumococcal_conjugate_vaccine|,1,89,other_events,arm1,Infant Series 7vPnC,1,89
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00692770,https://clinicaltrials.gov/show/NCT00692770,Carcinoma_Hepatocellular,Nexavar_(Sorafenib_BAY43-9006)|Placebo|,1,559,serious_events,arm0,Sorafenib (Nexavar BAY43-9006),1,559
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00699998,https://clinicaltrials.gov/show/NCT00699998,Acute_Coronary_Syndrome,Clopidogrel|Prasugrel|Commercially-available_Aspirin|,1,4623,serious_events,arm0,Prasugrel,1,4623
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00703326,https://clinicaltrials.gov/show/NCT00703326,Breast_Cancer,ramucirumab_(IMC-1121B)|docetaxel|Placebo|,1,752,serious_events,arm0,Ramucirumab (IMC-1121B) + Docetaxel,1,752
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00708162,https://clinicaltrials.gov/show/NCT00708162,HIV_Infection,Elvitegravir|Raltegravir|Placebo_to_match_elvitegravir|Placebo_to_match_raltegravir|Background_regimen|,1,358,serious_events,arm1,Raltegravir,1,358
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00717522,https://clinicaltrials.gov/show/NCT00717522,Soft_Tissue_Sarcoma,Pomalidomide,1,7,other_events,arm0,Pomalidomide,1,7
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00741338,https://clinicaltrials.gov/show/NCT00741338,Mucopolysaccharidosis_I,Laronidase|Cyclosporine_A_(CsA)|Azathioprine_(Aza)|,1,3,other_events,arm0,Cohort 1,1,3
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00744263,https://clinicaltrials.gov/show/NCT00744263,Pneumonia_Pneumococcal|Pneumococcal_Infections|13-valent_Pneumococcal_Vaccine|,VACCINE:_placebo|VACCINE:_13-valent_pneumococcal_conjugate_vaccine|,2,2011,other_events,arm2,13vPnC Immunogenicity Subset,1,1006
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00744263,https://clinicaltrials.gov/show/NCT00744263,Pneumonia_Pneumococcal|Pneumococcal_Infections|13-valent_Pneumococcal_Vaccine|,VACCINE:_placebo|VACCINE:_13-valent_pneumococcal_conjugate_vaccine|,2,2011,other_events,arm3,Placebo Immunogenicity Subset,1,1005
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00745901,https://clinicaltrials.gov/show/NCT00745901,Contraception,Norgestimate/ethinyl_estradiol;_Drospirenone/ethinyl_estradiol,1,167,other_events,arm0,NGM/25mcg EE,1,167
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00748189,https://clinicaltrials.gov/show/NCT00748189,Leukaemia_Lymphocytic_Chronic,chlorambucil_tablets|ofatumumab_(GSK1841157)_infusion|,1,217,serious_events,arm1,Ofatumumab + Chlorambucil,1,217
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00750880,https://clinicaltrials.gov/show/NCT00750880,Rheumatoid_Arthritis,tocilizumab_[RoActemra/Actemra],1,1681,serious_events,arm0,Tocilizumab 8 mg/kg,1,1681
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00753675,https://clinicaltrials.gov/show/NCT00753675,Biliary_Tract_Cancer|Gallbladder_Cancer|Cancer_Of_The_Extrahepatic_Bile_Duct|Ampullary_Carcinoma|,ZD6474_Vandetanib|ZD6474_Vandetanib|Gemcitabine|Placebo_matching_ZD6474|,2,117,other_events,arm0,Arm A Vandetanib 300 mg,1,59
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00753675,https://clinicaltrials.gov/show/NCT00753675,Biliary_Tract_Cancer|Gallbladder_Cancer|Cancer_Of_The_Extrahepatic_Bile_Duct|Ampullary_Carcinoma|,ZD6474_Vandetanib|ZD6474_Vandetanib|Gemcitabine|Placebo_matching_ZD6474|,2,117,other_events,arm1,Arm B Vandetanib 100mg + Gemcitab,1,58
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00754559,https://clinicaltrials.gov/show/NCT00754559,Rheumatoid_Arthritis,Tocilizumab,1,286,other_events,arm0,Tocilizumab,1,286
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00766675,https://clinicaltrials.gov/show/NCT00766675,Pain|Fibromyalgia|,Tramadol_hydrochloride|Acetaminophen|,1,80,other_events,arm0,Tramadol Hydrochloride/Acetaminophen,1,80
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00781391,https://clinicaltrials.gov/show/NCT00781391,Stroke|Atrial_Fibrillation|Embolism|,warfarin_tablets|Edoxaban_tablets_(high_dose_regimen-60mg)|Edoxaban_tablets_(low_dose_regimen-30mg)|placebo_warfarin|placebo_edoxaban|,3,14014,serious_events,arm1,High Dose Edoxaban/Placebo Warfarin,1,7012
DERMATITIS_ALLERGIC,Skin_and_subcutaneous_tissue_disorders,NCT00781391,https://clinicaltrials.gov/show/NCT00781391,Stroke|Atrial_Fibrillation|Embolism|,warfarin_tablets|Edoxaban_tablets_(high_dose_regimen-60mg)|Edoxaban_tablets_(low_dose_regimen-30mg)|placebo_warfarin|placebo_edoxaban|,3,14014,serious_events,arm2,Low Dose Edoxaban/Placebo Warfarin,2,7002
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00784875,https://clinicaltrials.gov/show/NCT00784875,Primary_Insomnia|Secondary_Insomnia|,LY2624803|LY2624803|Placebo|zolpidem|,2,215,other_events,arm6,Period C - Placebo,1,98
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00784875,https://clinicaltrials.gov/show/NCT00784875,Primary_Insomnia|Secondary_Insomnia|,LY2624803|LY2624803|Placebo|zolpidem|,2,215,other_events,arm2,Period B - Placebo,1,117
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00785577,https://clinicaltrials.gov/show/NCT00785577,Diabetic_Neuropathy_Painful,Placebo|Pregabalin|LY545694_21_mg|LY545694_49_mg|LY545694_105_mg|,1,89,other_events,arm0,Placebo,1,89
Dermatitis_Allergic,Skin_and_subcutaneous_tissue_disorders,NCT00787891,https://clinicaltrials.gov/show/NCT00787891,Gastroesophageal_Reflux_Disease_(GERD),rabeprazole|rabeprazole|,1,33,other_events,arm2,Rabeprazole 0.5 mg/kg (Double-blind Maintenance Phase),1,33
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00791999,https://clinicaltrials.gov/show/NCT00791999,Rheumatoid_Arthritis,CDP870_400mg|CDP870_200mg|CDP870_100mg|Placebo_of_CDP870|,4,154,other_events,arm0,CDP870 100mg,1,72
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00791999,https://clinicaltrials.gov/show/NCT00791999,Rheumatoid_Arthritis,CDP870_400mg|CDP870_200mg|CDP870_100mg|Placebo_of_CDP870|,4,154,other_events,arm1,CDP870 200mg,3,82
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00794664,https://clinicaltrials.gov/show/NCT00794664,Hypercholesterolemia|Coronary_Heart_Disease|,Mipomersen|Placebo|,2,58,other_events,arm1,Mipomersen,1,39
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00794664,https://clinicaltrials.gov/show/NCT00794664,Hypercholesterolemia|Coronary_Heart_Disease|,Mipomersen|Placebo|,2,58,other_events,arm0,Placebo,1,19
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00804986,https://clinicaltrials.gov/show/NCT00804986,Diabetes_Mellitus_Type_2,LY2428757|Placebo|,1,42,other_events,arm2,6.2 mg LY2428757,1,42
Dermatitis_allergic,Infections_and_infestations,NCT00807248,https://clinicaltrials.gov/show/NCT00807248,Major_Depressive_Disorder,Escitalopram_placebo|Gaboxadol_placebo|Escitalopram_20_mg|Gaboxadol_5_mg|Gaboxadol_10_mg|,1,71,other_events,arm0,Placebo (Orally Once Daily),1,71
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00808028,https://clinicaltrials.gov/show/NCT00808028,Meningitis_Meningococcal,meningococcal_B_rLP2086_vaccine.|meningococcal_B_rLP2086_vaccine.|meningococcal_B_rLP2086_vaccine.|normal_saline_(placebo)|,2,316,other_events,arm0,Control- Stage 1,1,121
Dermatitis_allergic,Skin_and_subcutaneous_tissue_disorders,NCT00808028,https://clinicaltrials.gov/show/NCT00808028,Meningitis_Meningococcal,meningococcal_B_rLP2086_vaccine.|meningococcal_B_rLP2086_vaccine.|meningococcal_B_rLP2086_vaccine.|normal_saline_(placebo)|,2,316,other_events,arm3,rLP2086 200 mcg- Stage 1,1,195
